text,Emotion,label
tại_sao không_áp_dụng khoảng 2 điều 320 luật_hình_sự 2015 phạt tù từ 3 10 năm về tội hành_nghề mê_tín dị_đoan gây ảnh_hưởng xấu đến an_ninh trật_tự và an_toàn xh mà chỉ phạt con mụ đó 5 triệu đồng ? hay_là vong đòi phạt hành_chính 5 tr thôi,Disgust,3
per hình_như nhà bác có 01 chiếc thì phải ?,Other,0
soi mà không_đủ tiền mua thì soi làm gì,Disgust,3
làm_sao tôi có_thể yêu được loài_người đây ? ? ?,Other,0
trong nhà không_biết có ai không_nữa ? sập_quả này sợ thật đấy,Fear,1
toàn lũ chó thèm khát,Disgust,3
per nhu_cầu của mày khoái xem mấy video này nên tao tag mày,Other,0
và cuối_cùng là được đối_xử như một thằng con trai luôn ..,Sadness,2
chỉ tại nó không_có ai để nói_chuyện nên nói_chuyện với mày giết thời_gian thôi . ai bỉu mày tưởng_tượng chi,Disgust,3
sao nhiều thằng cưa bàn giống tao vậy ? ?,Surprise,0
ngày trước mình qua singapore cũng vậy . dư hành_lý 2 chi em mă c 4 bộ lên người kk,Enjoyment,0
tuổi lồn_hù được bố m,Fear,1
per kìa 3 chị_em vào mà hốt hàng về đi chứ hâha,Enjoyment,0
ngày_xưa có đĩa phim này . bố đi công_tác về thấy cái đĩa tên là cô_dâu 15 tuổi . má ăn_chửi sấp mặt ...,Sadness,2
may mà_còn gỡ lại được 1 miếng sắt lớn của tàu hỏa nó bung ra nên bán đi cũng đỡ được vài đồng . kaka,Enjoyment,0
cười lộn_ruột,Enjoyment,0
chờ thằng kia lật mặt mãi không_thấy,Other,0
thật_ra đàn_ông ghen nhiều hơn phụ_nữ đấy chứ,Other,0
rất có tố_chất . liên_đoàn xe_đạp việt_nam có_thể liên_hệ để đào_tạo được đấy,Enjoyment,0
nhắn với người_yêu còn đéo nhẹ_nhàng như_vậy emoji_cuoi,Enjoyment,0
chơi khăm vãi thế ba,Disgust,3
tớ chỉ an_ủi bạn í thôi mà emoji_buon,Sadness,2
cha_mẹ cho ta cả cuộc_đời rồi còn than gì nữa,Disgust,3
alo ở đây có thằng điên mày à . đến bắt nó hộ tao phát,Disgust,3
thích bài này lắm lun . thuộc lun,Enjoyment,0
nhìn mày thế kia đến tao còn thích ngủ cùng huống_gì em mày,Enjoyment,0
"per hihi_học ở đâu không_quan_trọng , quan_trọng là bọn mình luôn có nhau hihi",Enjoyment,0
lúc đi họp lớp thì đếu thấy ai,Other,0
gặp em đúng lúc nhưng sao anh vẫn thấy mình cô_đơn quá .,Sadness,2
mua được bộ_đồ cho tết_điệu đà_tán gái mà như_thế_nào đây thì tán sao được,Other,0
chua cay bùi_ngọt mặn cái chả_có .,Other,0
nó lại dễ con ạ v,Enjoyment,0
chi_tiết đẹp đấy,Surprise,0
"đm đi học bị mấy con điên này đuổi cắn , dume vì nó mà tao sợ quá chạy té sấp mặt luôn trầy hết con mẹ nó tay_chân . thứ dòng đỹ gì đâu á_emoji_vui",Other,0
"bếp lò xô nấu bằng dầu hôi đây mà , !",Other,0
per dume_đái trong quần,Fear,1
"người ta dùng kiến_lá , ông lại dùng kiến_cứt thì thua ông rồi",Disgust,3
rớt giá kinh_khủng_khiếp huhu,Sadness,2
mai đến phòng đi tập luôn,Enjoyment,0
per bây_giờ thì không_nói nhưng_mà cảm_giác phủ_nhận vai_trò bà thảo ngày_xưa . vl không_chị đọc thấy viết khập_khiễng quá emoji_vui,Disgust,3
aw giống tao vậy emoji_cuoi mấy thứ linh_tinh tao còn để nguyên vào 1 cái hộp bự cơ,Enjoyment,0
bo tay chấm cơm . hahaha,Enjoyment,0
giờ mới biết,Other,0
cmt thế thôi chứ thật_ra còn trả dám ấn vào video để xem . đời tao tởm nhất là lũ nhện mà hay gặp vãi emoji_buon,Fear,1
cái loại ngu_si này nên nhốt nó tù chung_thân lao_động công_ích cho nhà_tù để giúp_ích lại những cái nó đã phá_hoại,Anger,4
mẹ_con điên,Anger,4
tuyệt_vời . aeon mall có khác,Enjoyment,0
loạn luân cũng được . đcm ạ,Disgust,3
tội cả con quá emoji_buon emoji_buon một lũ vô_nhân_tính đã hủy_hoại những mầm_non tương_lai .,Sadness,2
là con_bé con điên_khùng và phiền_vãi nhưng bạn vẫn yêu nó vãi chưởng emoji_vui,Enjoyment,0
mịa thằng ghép nhạc emoji_vui,Disgust,3
chợt nhớ câu hát ông_bà anh yêu nhau thời chưa_có xe_hơi ...,Other,0
thôi ctay đi chứ yêu con_người như này chả_chết vì bệnh mà chết vì vô_tâm mất,Disgust,3
per người đừng hành hạ_tuôi như_thế_nào nữa,Sadness,2
lạc_quan lên cưng,Enjoyment,0
cách xử_lý của cô chủ_nhiệm quá tồi .,Disgust,3
bọn chủ_tịch đến chưa_chúng_mày ?,Other,0
giống tao nhưng tay_trái tao có thẹo do mẹ tao xưa cắt trúng nên nhìn thẹo để phân_biệt thôi chứ kêu phải ứng liền là không_được,Other,0
vào sg 50 k không_cũng mua . 100 k không_cũng mua ! ha ha,Enjoyment,0
nó lại hợp_lí vãi,Enjoyment,0
"quỳ vậy thôi có gì mà phạt giáo_viên nhỉ , riết phụ_huynh giờ thấy làm quá đáng thiệt",Disgust,3
lớp tao tỉnh rụi . đi học chứ có phải đi chết đéo đâu mà khóc_lóc emoji_vui,Disgust,3
ngày_xưa mỗi lần tao làm ồn là ngoại_tao liền la hoặc lấy roi đánh nhưng lúc đó vui lắm emoji_vui,Enjoyment,0
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",Sadness,2
tự_nhiên nhớ cái cảnh 2 con bánh_bèo bị ngỗng dí quá per,Enjoyment,0
thề nhìn họ hôn nhau thôi mà nổi hết gai_ốc . chưa_dám nghĩ tới xx . chắc_thốn lắm . lạnh sống_lưng thật .,Fear,1
dù s đi_nữa thì mày vẫn xinh . cố lên,Enjoyment,0
sài gòn vẫn có cách sống rất nhân_văn .,Enjoyment,0
đi ngoài đường trái phải còn không_biết mà vẫn sống thì giỏi đấy nhỉ,Disgust,3
thật vi_diệu,Enjoyment,0
nuôi sao mà trông_béo tốt thế kia v chỉ bí_quyết đi,Other,0
agribank thì bình_quân bao_nhiêu nhỉ . mấy cán_bộ agri thấy hách lắm .,Disgust,3
ly_hôn kiểu này thì không_cần tới bước cuối_cùng . chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý_định ly_hôn luôn rồi ... kk,Enjoyment,0
"nhìn mặt đã thấy hãm , mọi người chửi bỏ mẹ_con mẹ phụ_huynh đi",Anger,4
mày không_được ăn đồ_chua nhưng phòng toàn xoài chua emoji_buon,Sadness,2
per bày đặt ngày hôm_qua đã từng đồ,Disgust,3
sau khi bố xem video của con xong thì bố rút ra 1 điều . bố không_chỉ chửi con lúc con cầm đũa mà bố sẽ chửi con cả ngày thân_ái ... yêu con,Enjoyment,0
có đứa nào hồi bé không_biết nấu còn tranh làm rồi quên không_đổ nước như tao không_emoji_vui,Sadness,2
đỉnh của đỉnh emoji_vui,Enjoyment,0
các bác cứ tích_cực vào . em chả_quan_tâm,Other,0
ở việt_nam mà vác dao_rạch tại_chỗ_thể này người_nhà nó chả_đấm cho sưng mõm rồi,Disgust,3
"trung_thu là ngày cho trẻ_em chứ đéo phải ngày tạo ra trẻ_em nhé . dume bọn có gấu_tém tém lại , kiểm_tra xem có thêm cái sừng nào không ?",Anger,4
per tao nghĩ nên triệt_sản mày,Other,0
"rẻ nhỉ , sao có_thể giảm tới mức đó vậy ta",Surprise,0
"có rồi mà , nghén rồi nè hihi",Enjoyment,0
qtrong là mày phải có tiền chứ nghèo xem,Other,0
anh đừng bỏ em đi mà emoji_buon,Sadness,2
người ghép có tâm,Enjoyment,0
per hôm nào chụp kiểu nhỉ .,Other,0
"per bất_hạnh_vãi , mà tao với mày đéo_tạo được niềm vui v",Sadness,2
gu âm_nhạc óc chó mới nghr cái bài này . toàn đú theo mấy cái thể_loại hãm,Disgust,3
mỗi năm cũng xem_lại đôi lần,Other,0
per cảm_ơn mọi người . do em thích mấy cái văn_hóa tưng vùng để tìm_hiểu,Enjoyment,0
hu hu đã bị chụp,Sadness,2
con này bán kem bôi não ... xóa bỏ nếp nhăn .. khiến não láng mịn,Disgust,3
ngu không_chịu được,Disgust,3
per hồi ở tam_kì hay nghe ... giờ nghe lại buồn ds,Sadness,2
bạn gái nào xinh_xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này . ? ?,Enjoyment,0
huhu sợ vãi luôn á,Fear,1
hỏng rồi . dùng đồ như phá,Disgust,3
"chỉ có bạo_lực mới giải_quyết được bạo_lực , tao mà làm_luật tao sẽ hạ_tuổi người_lớn là 13 tuổi , đem nó lao_động khổ_sai 10 năn",Anger,4
tao nhiều tài lắm .. nhưng tài_sản còn cái mạng què và đôi tay_trắng emoji_buon emoji_buon,Sadness,2
có ai bịt loa như tao không,Other,0
"mấy thằng dẫn gấu đi thì tránh xa đám đông ra nhé , đừng chen_đẩy kiểu bố_láo , thằng đẩy tao đã bị xơi cùi trỏ rồi đấy ,",Other,0
nhìn là thấy nóng rồi,Other,0
"làm con_người còn sức khỏe , còn lành_lặn mà vác mặt vào ăn cơm từ_thiện thì chết con mẹ nó đi cho đỡ chật_đất , cơm này dành cho những người không_còn khả_năng lao_động , hoặc vô_gia_cư và hoàn_cảnh quá khó_khăn thôi",Anger,4
tự hỏi rằng những bạn nữ như_thế_nào thì họ có còn thích con trai không_nhỉ,Other,0
cặp phụ lúc_nào cũng đáng yêu .,Enjoyment,0
pháp không_còn khoảng thời_gian bình_yên nữa rồi,Sadness,2
con ước mình cũng có 1 tình_yêu đẹp như ông_bà vậy 3,Enjoyment,0
cô_giáo là người_nhà của mấy đứa đầu gấu à emoji_cuoi,Surprise,0
"tôi cũng thấy điêu_điêu , nét chữ này của người_lớn mà . chí_ít cũng phải cấp 3 rồi .",Disgust,3
phải con tao tao cho cả lũ chó cụt tay hết !,Anger,4
cưng chết,Enjoyment,0
con gái hiện_giờ .. nấu kiểu này thì thôi xong ... cháy luôn cả nhà emoji_cuoi,Other,0
"per đường đi về anh ợ , ô_tô chắn hết đg chả_đi được ? ?",Other,0
ghê vậy,Disgust,3
nếu không_có khúc cua cuối thì video này ý_nghĩa đó chớ,Enjoyment,0
dễ_thương . cứ yêu đi_ngại gì .,Enjoyment,0
hay lắm emoji_vui,Enjoyment,0
dume con ế đọc tổn_thương sâu con mẹ nó sắc emoji_buon,Sadness,2
chắc ông này không_có vợ emoji_vui,Disgust,3
coi phim này không .. dễ_thương lắm ..,Enjoyment,0
đúng vậy . haha,Enjoyment,0
tại_sao cứ đa_số là trèo cột điện với mái nhà nhỉ . ai giải_thích mình với ? ?,Other,0
lâu lắm rồi mà gio mới xử_phạt,Anger,4
đáng yêu quá,Enjoyment,0
tuần sau nữa mới học emoji_cuoi,Enjoyment,0
"per sợ chưa , ông bác hơi bị cứng nhé emoji_vui",Enjoyment,0
"phàm là việc đại_sự trong thiên_hạ , cứ về hỏi vợ . vợ bảo_sao thì làm ngược_lại . ắt thành_công ! ! !",Other,0
bọn hại người không_gươm không_dao . bọn tiêu_diệt nguồn_lực tương_lai của dân_tộc . nên đưa tội thực_phẩm bẩn vào khung tử_hình đi . mong nhà_nước thay_đổi một_số luật_định đi .,Anger,4
per bữa nào làm thử mày,Other,0
cần 1 thời_gian dài thật dài nữa thì ý_thức mới đi lên được,Other,0
"trên đường tao đi làm cũng có 2 con , mỗi lần chay tới là nó vương_cổ ra như kiểu muốn hút tao trong khi tao không_làm gì nó , cứ mỗi lần chạy tới là tao cách_ly cả nghìn mét với nó , thấy nó sợ bỏ mẹ . đúng chất con ngang",Fear,1
đội nào cũng xứng_đáng hơi tiếc cho per,Other,0
emoji_vui có thật nhiều tiền là vui,Enjoyment,0
"anw , vote cho anh vũ",Enjoyment,0
ý là giọng quê tao đó hã,Enjoyment,0
tao thì ngược_lại .. cắt xong nhìn như thằng trốn trại vậy,Sadness,2
chúc mừng_cp . cố lên cp .,Enjoyment,0
đáng tiếc_đời không_như là mơ . thực_tế sẽ vả vào mặt cho mày tỉnh ra emoji_buon,Sadness,2
con_cháu việt_nam nhục_nhã vãi,Disgust,3
những người thả phẫn_nộ xứng_đáng là thiên_thần . dăm_ba cái yêu đương_vớ vẩn . ahuhuhu,Sadness,2
cíu tao khỏi hai tên đồng_nghiệp bị crazy huhu,Fear,1
"thứ kém sang ngồi ăn ngay cạnh tao , có biết tao đang giảm cân không",Disgust,3
"điều đó không_quan_trọng , quan_trọng là đéo xác_nhận_lời mời kết_bạn",Sadness,2
rớt vô đây chắc chắc khóc tiếng thái_lan,Fear,1
vì có mối ngon hơn chứ saoo emoji_buon,Disgust,3
per đó đi chơi nhiều dô hỏi sao da đen .,Other,0
t quá mệt_mỏi với cuộc_sống này rồi,Sadness,2
"anh luôn nghĩ thế_giới này không_có gì đáng sợ , cho đến khi anh không_còn thấy em nữa",Sadness,2
thế theo mấy bác lớp 5 thì viết chữ như_thế_nào ạ,Other,0
rồi mấy đứa chân ngắn đi chắc dập người hết . bay qua sao nổi emoji_cuoi,Fear,1
"đi viện mà tưng tưng ăn_uống được là tốt rồi , mừng_mày sớm ra viện nhé cô",Enjoyment,0
mấy chị làm chung rất ư là dễ_thương luôn,Enjoyment,0
em nó đây nha các bác . kk emoji_vui,Enjoyment,0
gớm . vi_khuẩn vi_rút vi_trùng_vi lung_tung beng nấp hết trong đó nhìn nổi da_gà .,Disgust,3
xây làm tưởng xây cái chỗ ỉa chứ,Disgust,3
không_hiểu tại_sao bản_thân có_thể chịu_đựng được,Surprise,0
ghê quá đi,Fear,1
đem con bọn mày đến đây tao cho ăn cơm mốc rồi cảnh_cáo tao rút kinh_nghiệm thôi nha,Anger,4
tao không_tin đâu hicc,Sadness,2
tao cũng hao_mòn nhan_sắc như này,Sadness,2
thằng nhỏ mạnh vãi,Enjoyment,0
lại là bài_nhạc huyền_thoại trong xe_hơi 3,Other,0
mình thì mình chỉ mong chồng tốt thương_yêu vợ_con gia_đình ! gia_đình lúc_nào cũng vui_vẻ hạnh_phúc thì ngày nào cũng là ngày tình_yêu,Enjoyment,0
kiểu lâu_lâu cũng không_được nhắn_tin cho ai như_thế nên cũng muốn tình_cảm_xíu emoji_cuoi biết_đâu,Enjoyment,0
nó quan_tâm mày là lúc nó cô_đơn quá và mày vô_tình đi ngang đời nó thôi,Disgust,3
per nhớ ghê á_nha emoji_cuoi,Enjoyment,0
nơi ấy giữ lại những kí_ức tuyệt_vời,Enjoyment,0
mày xây luôn đi chắn biển cho tao . xây xomg muốn viết lồn gì thì viết,Anger,4
vậy mà trên đời có 1 loại cha vứt_bỏ con mình .,Disgust,3
chia buồn cùng nước pháp,Sadness,2
ma thì làm_sao đáng sợ bằng vợ hả người anh_em thiện_lành ? ? ? ? ? ?,Disgust,3
quá tuyệt_vời rồi các chàng traii,Enjoyment,0
ngây thơ vãi emoji_cuoi,Disgust,3
t chỉ có 1 năm thôi cũng phát ngán lên được . đúng là không_đi làm ở nhà mang danh_kẻ ăn bám,Disgust,3
đoạn cuối hình_như nó khóc,Sadness,2
đừng bao_giờ chơi_trò giận_dỗi với lũ con gái emoji_vui,Other,0
"per như một cú tát vào mặt , đau_lòng quá đi",Sadness,2
địt mẹ vừa đi ép lại kính xong giờ tan con mẹ nó cái kính rồi 200 k của bà mày đấyy ! ! ! ! !,Sadness,2
"trừ khi đường có biển cấm dừng đỗ thì mới không_được đỗ , còn có phải phố nào cũng kẻ_ô cho ô_tô đỗ đâu",Other,0
dume mệt_mỏi thật_sự,Anger,4
cũng có nơi gia_đình khá_giả mới có nó !,Enjoyment,0
bởi đi mua cái gì cũng phải chọn chỗ uy_tín,Other,0
"chơi game v cấp 2 trộm tiền bố_mẹ đốt gần 10 tr vào game , cuối áy_náy không_chơi nữa nên ngồi bán nick được khoảng 2 tr cũng gọi_là thu_nhập đầu_tiên v",Enjoyment,0
tôi đang ngủ mà ai cứ ăn_chóp chép kế bên khó_chịu thật ! ! !,Disgust,3
sao đi cắt tóc mà mắt nó từ đen sang xanh luôn vậy ?,Surprise,0
"ở mình bà đéo ông đéo nào cũng muốn dậy đưa giỏi , đứa ngu hay nghịch_tý là ông_bà ý làm ầm lên .",Anger,4
đã biết là thế nhưng không_còn cách nào khác emoji_buon,Sadness,2
đống góp ý_kiến gì mà tằm với tàu không_hà,Disgust,3
mua con lợn 5 chục lì_xì được có 40 nghìn mất thời_gian tốn cả tiền_bạc emoji_cuoi,Sadness,2
"nhớ lại ngày đó , làm pg bán giấy , cười suốt ngày , khách chửi cũng cười , mà nhớ thời đó ghê , mới 1 , 2 năm chứ mấy",Enjoyment,0
người ta đá hay bảo ăn đòn thằng admin ngu lol,Disgust,3
8 h sáng mấy bạn đi ngủ chưa ? sống theo giờ sao hỏa hả má,Other,0
chỉ tại tôi không_nói nên không_còn cơ_hội,Sadness,2
cái mặt xinh quá,Enjoyment,0
"đang tính đi nhổ_răng khôn à quên , nó ngu chứ khôn_đéo gì .. nghe được cảnh_báo này chắc không_dám đi nhổ luôn .",Fear,1
nắng cũng đã sắp tàn_sao mà chả_thấy em đâu ...,Sadness,2
ai mua thì bán không_mua thì thâu emoji_cuoi,Other,0
per đã nhẫn nhịn lắm ... đến khi con sen tao cứu tao thì tao đách có sợ đâu nhaa emoji_cuoi emoji_cuoi emoji_cuoi,Enjoyment,0
"chời ơi , bé gái cưng muốn xỉu . bạn nữ nào kết_hợp sx em bé hơm ? ? ? ? ? ? ? ? ? ? ? ? ? ? emoji_vui",Enjoyment,0
bài_học rút ra là học cách buông_bỏ những thứ không_thuộc về mình,Enjoyment,0
per cách gì thì kệ mẹ tao,Anger,4
"công_nhận ổng nói tiếng việt giỏi ghê_lun ,",Surprise,0
per đừng hỏi tao nữa,Other,0
được bác ạ ! ! cứ lấy vợ giàu là được tuốt emoji_cuoi,Enjoyment,0
cuộc_sống mà emoji_cuoi,Enjoyment,0
page rẻ rách đĩ mẹ tao bỏ theo_dõi súc_sinh cận_bả xã_hội dcm 18 đời nhà mày emoji_vui,Anger,4
bếp dầu chủ cái gì nữa,Other,0
per mở_mắt ra đọc đi ! tao như này tất_cả là do mày đấy chó ạ !,Anger,4
mợ không_gọi công_an phường đến cẩu đi .,Anger,4
ngã sấp mặt lồn là có thật,Surprise,0
do mày để gián ngay cửa nó không_dám vào nên khóc thôi,Other,0
đồ phá_hoại,Disgust,3
per xem câu_chuyện hư_cấu này giết thời_gian này,Other,0
buồn hơn khi tôi còn là gái,Sadness,2
phim như shits_ức_chế như lien_quan trẻ trâu,Disgust,3
per bữa cuối nó ngồi chỗ đó nhìn mà khóc còn cuối khóa thì bth haha,Enjoyment,0
dume cười vãi luôn trời emoji_vui,Enjoyment,0
ở chỗ khác chắc gì có đứa béo như mình !,Enjoyment,0
per đừng ảo_tưởng nhé,Disgust,3
thật_sự đọc xong thấy hơi rưng_rưng,Sadness,2
bọn mấy bà thì quyền_lực vãi rồi,Other,0
"sướng nhờ , bên trung chúng_nó yêu nhau toàn sống chung . emoji_cuoi emoji_cuoi emoji_cuoi toàn richkid",Enjoyment,0
đứng dưới cây này chỉ sợ ngột vì mùi hoa sữa emoji_cuoi emoji_cuoi emoji_cuoi,Fear,1
ngôn_ngữ gì ngộ_nghĩnh vậy,Surprise,0
ở free được lun hả,Surprise,0
có ai thấy giống người đẹp 9 p không ?,Other,0
em ghét nhất loại này . dính vào điểm mù của xe to thì ăn cức cụ ạ .,Disgust,3
"buồn cho những_ai thờ_ơ , vô_cảm trước một sự_việc như_thế .",Sadness,2
aa con nhện aa con ế !_nhện said emoji_cuoi emoji_cuoi emoji_cuoi,Enjoyment,0
"hahaa , đợi em ngủ chút tí ròii buôn emoji_vui",Enjoyment,0
móe mình chưa_gặp cảnh này chỉ có dọn bánh kem bọn ném nhau dính lên mọi thứ hòa với bãi_nôn thôi,Disgust,3
nhớ con gái tao quá emoji_buon,Sadness,2
minh_tu nguyen thuận_phạm quan_trọng đồng_nghiệp có hợp phong_thủy với mình hay không_hâhhah,Enjoyment,0
tuổi_thơ cũng từng_trải qua nhiều lời cay_nghiệt hơn vậy .. nên c hiểu được cảm_giác của em ..,Sadness,2
sợ vãi tè ăn_độc 2 quả mọc luôn 2 cái nhọt ở mông đíu hỉu,Fear,1
"per một thời mình ở bên nhau , nhớ ghê",Enjoyment,0
chỉ vì tin nó không_cắn đâu mà tao đã bị nó cắn 2 lần rồi . dume,Anger,4
hi_vọng hòa_bình ở triều_tiên sẽ không_còn xa nữa . goodbye ! per,Sadness,2
"cái đáng nói là chủ không_có thương , dòm em husky này ốm_nhom , mắt lờ_đờ thấy tội lắm",Sadness,2
thằng nào chưa_bước vào quán bar hay karaoke giống tao không_emoji_cuoi trai ngoan_điểm danh,Enjoyment,0
xinh mà_còn ngáo nữa thì người_yêu mới cưng emoji_cuoi,Enjoyment,0
mình đéo làm nhé bạn .,Disgust,3
"ai thì tao không_biết , chứ tao thấy tiền là đã có động_lực phấn_đấu rồi",Enjoyment,0
emoji_vui cuộc_sống mà . ngày_càng thấy bản_thân quá nhạt và duyên_v,Sadness,2
"moá nó , cười đau hết cả ruột",Enjoyment,0
sao con này mồm nó cứ rộng toang toác ra như_thế nhỉ ?,Surprise,0
ý_tưởng hay đáy chứ,Enjoyment,0
có thằng nào mắc cười không_hay_là do tao đéo có cảm_xúc vậy vkl,Enjoyment,0
lại là án oan sai,Sadness,2
yêu như trẻ_con tập yêu ây .. có cái chúc sinh_nhật mà nháo_nhào lên cãi nhau,Disgust,3
tao quen rồi,Enjoyment,0
có ai vào đọc bình_luận trước khi xem như tao không ? ? ?,Other,0
tình_yêu không_bao_giờ là mãi_mãi . rồi cây cũng chết héo mà thôi_khà khà,Enjoyment,0
"đúng là những đứa khốn_nạn , có bán hàng hay không_thì nói một câu",Anger,4
đéo tin gì cả,Other,0
xem mà cuối phim thấy tội chị ma nữ emoji_cuoi,Sadness,2
thương các con quá đi,Sadness,2
trung_thu là tết thiếu_nhi cớ_sao người_lớn lại vi_vu thế nhỉ,Enjoyment,0
thời_buổi bây_giờ càng nhiều tiền thì cơ_hội có việc_làm sẽ cao hơn,Disgust,3
per xem đi haha,Enjoyment,0
per em hiểu sao anh đưa em quyển sổ rồi nha kk,Enjoyment,0
em per gì gì đang hot đi làm lại ngực mà đi đoạn đường này thì ngải cứu emoji_vui,Other,0
quả quần_tụt tận lỗ_đít . đéo hiểu sao n có người_yêu,Disgust,3
"cái này dùng con kiến to to mới có vị chua , còn cái loại kiến này làm màu không_tác_dụng gì",Other,0
trông đen đen bẩn bẩn nhìn phát khiếp,Disgust,3
đó là 1 câu_chuyện buồn,Sadness,2
"con quỷ này hồi nhỏ tao khóc vì nó hoài , thấy nó không_dám đi , bỏ đường phải vòng đường khác ,",Fear,1
phải chi có người_yêu nhắn tin ngọt_ngào như này,Enjoyment,0
nhìn mặt bé mèo khó ở ghê _,Disgust,3
tao cũng có 1 con đi lạc 1 tuần xong nó về bắt cho tao 2 con chuột làm tao mất_ngủ xong hôm sau nó đi tiếp emoji_buon tao mong nó về lắm emoji_buon,Sadness,2
ác quá,Disgust,3
lâu_lâu được nghe truyện_cổ_tích thấy còn niềm tin vào cuộc_sống,Enjoyment,0
tao lại thích chua_lè chua_loét chứ emoji_vui,Enjoyment,0
nó ảnh_hưởng tới cơ_thể như_thế_nào vậy ạ ?,Surprise,0
chúng_ta thật hạnh_phúc và luôn đi chung với nhau suốt chặn đường dài rồi đó nà ?,Enjoyment,0
như nó không_phải là tình_yêu . khi đã là tình_yêu thì không_gì đánh_đổi nó cả . con gái kỳ_lạ chỗ đó .,Other,0
t thấy dễ mà . không_biết thì học khác biết . ez vãi,Enjoyment,0
"nếu không_làm được thì nghỉ đi để người khác làm . đừng để vì mình mà làm ảnh_hưởng đến uy_tín , danh_dự , nhân_phẩm của chị_em trong ngành .",Disgust,3
"gia_đình bọn này chắc cũng chả_ra cái gì con_cái mới thế , tội em_gái bị đánh",Disgust,3
ôi cưng cưng quá,Enjoyment,0
dme thần đèn ăn_theo tổng_đài vtc à,Disgust,3
"đã dùng , nhớ quá ngày_xưa",Enjoyment,0
đơn_giản emoji_vui,Enjoyment,0
rủ được crush đi thì không_cần qua đây nữa rồi admin ưii emoji_buon,Sadness,2
tình_cờ gặp nó và đột_nhiên cắm mặt bỏ chạy như điên,Fear,1
vl bố tao đang ở đây mà chắc sáng_mai mới về mất ? ?,Fear,1
căng thẳg quá mà,Sadness,2
"hồi bé đi mua xôi bị một đàn ngỗng đuổi emoji_vui may mình đi xe_đạp không_thì ăn_lol với chúng_nó , cái thứ mất dậy",Fear,1
hồi năm lớp 8 lớp tao bị quỳ trước sân trường đây nguyên lớp luôn,Other,0
chân_thành và giản_dị . con yêu_mến tình_cảm của 2 cụ,Enjoyment,0
cố_gắng lên cụ nhé ! !,Other,0
nhốt hết mấy thành_phần hát karaoke đấy vào sọt đi trời,Anger,4
"có tài nhưng đôi_lúc muốn làm diễn_viên hài , khoái thanh_niên này buồn_cười vkl",Enjoyment,0
cuộc_sống đổi_thay làm lòng người thay_đổi . hiểu vậy cho nó vuông,Other,0
chung quy_là hình_thức quảng_cáo ! ! !,Other,0
sao lại có chuyện vô_lý như_vậy được chứ . rồi bé_nhỏ sẽ như_thế_nào khi chứng_kiến bố nó bị đâm ngay trước mặt nó . nghĩ đã không_dám nghĩ tới rồi thấy thương bé quá .,Other,0
trông anh thần thái_vãi v,Enjoyment,0
khi bạn thật lòng với ai đó . nhưng người ta coi bạn như 1 trò đùa,Other,0
giống ml em tao hồi n nhỏ_vãi . muốn ngủ với mẹ nhưng bị tao nịnh_nọt bắt lên ngủ với tao emoji_vui,Enjoyment,0
đụ con đĩ_mẹ hôm nọ đang ngủ thằng lol nào hét ầm_ầm . mày về nà_hét cha hét mẹ mày chớ ngủ không_yên,Anger,4
có tất_cả các vị mày niếm được,Other,0
cắt tóc rồi mặt như con heo,Disgust,3
"bây_giờ con đã sai vì đã chưa_làm gì được cho cha , con thật_sự xin_lỗi cha và mẹ ,",Sadness,2
không_thấy không_biết lòng không_đau,Sadness,2
tán gái hay vãi,Enjoyment,0
nhìn ghê_vãi . ai nuôi mà ác_thế,Disgust,3
"đúng . làm gì không_quan_trọng , quan_trọng là bạn làm điều đó với ai",Other,0
"xời tưởng gì , cái này tao làm được emoji_cuoi",Enjoyment,0
thôi tốt nhất là chịu thua đi . thắng hay thua cũng đâu_có_được gì .,Other,0
giao_lưu tí không . tự bấm chứ không_mua emoji_cuoi,Enjoyment,0
thằng nào quảng_cáo xe vãi thế,Surprise,0
đấy mới là điều càn đó . huhu,Sadness,2
hạnh_phúc là đây chứ đâu emoji_cuoi,Enjoyment,0
đó cũng là cái cốt_lõi cái then_chốt thúc_đẩy ông phát tiển sách_lược của mình bằng cái tâm và cái tầm .,Other,0
môn này đéo dành cho những người chân_ngắn như tao emoji_vui bay qua chắc lọt mẹ xuống sông emoji_vui,Fear,1
xem đi xem_lại vẫn hay,Enjoyment,0
per ông cháu không_nè kk,Enjoyment,0
có hôm tao đang vương_nỏ tính bắn vào con họa_mi đang đậu trên cành thì ai_ngờ nó phản_đame đứt_thun dội ngược vào mặt từ đó tao không_còn chơi nữa,Sadness,2
đằng nào thì điều hòa vẫn bật mà .,Other,0
emoji_vui mình sướng mà mình không_biết hưởng nhìn lại những mảnh đời bất_hạnh mình nguối mặt thẹn gấp 100 lần,Sadness,2
per đến con_nít chúng_ta cũng không_bằng là sao ......... tuổi_thơ và tuổi thanh_xuân nợ chúng_ta quá nhiều thứ rồi emoji_buon emoji_buon emoji_buon emoji_buon,Sadness,2
"đấy , chỉ có sale như tao mới tốt thôi , tao không_bao_giờ hỏi về nỗi đau của khách_hàng x",Enjoyment,0
